Source,Destination,Weight
carl valeriand mile jedinak,JAPAN,1.0
sun shuzhong,CHINA,1.0
beanie adolph,IRAQ,1.0
john haynes,UNITED STATES,3.0
anthony browne,LONDON ENGLAND,1.0
nasser yousef,PALESTINIAN TERRITORY OCCUPIED,2.0
andreas seppi,MASSACHUSETTS USA,1.0
chris pattenpresident hu jintao,TUNISIA,3.0
angela spencer,DUBAI UNITED ARAB EMIRATES,1.0
todd s.,UNITED STATES,1.0
gerry conlon,IRAQ,1.0
david nochimson,PAKISTAN,1.0
rami dajani,PALESTINIAN TERRITORY OCCUPIED,1.0
barlionel messi,UNITED ARAB EMIRATES,1.0
mahmoud othman,UNITED STATES,1.0
martyn drakardavailable,UNITED STATES,1.0
stuart moffat,SCOTLAND,1.0
cristiano ronaldo,QATAR,1.0
baldomero lopez,UNITED STATES,1.0
dieprieye alamieyeseigha,NIGERIA,3.0
jane johnsonher,SAHARA DESERT,1.0
jonathan bailey,BRAZIL,1.0
shaykh al-qardawi,SUDAN,1.0
al nahyan,PALESTINIAN TERRITORY OCCUPIED,1.0
bashar al-assad,EGYPT,1.0
sam daghersection,IRAQ,1.0
makoto hasebe,JAPAN,5.0
hugh riminton,AUSTRALIA,1.0
ben aligovernment,TUNISIA,2.0
talal salman,LEBANON,1.0
celalifer ekinci,TURKEY,1.0
ali abdullah salehof yemen,ALGERIA,1.0
dai geng,TUNISIA,1.0
j.b. walusimbi,TUNISIA,2.0
henri leconte,AUSTRALIA,5.0
rue linois,TUNISIA,1.0
mutaher al-masriwas,YEMEN,1.0
peter carroll,LONDON ENGLAND,1.0
sebastian vittel,BAHRAIN,3.0
kasongo ngandu,CONGO THE DEMOCRATIC REPUBLIC OF THE,2.0
diana safonova,CHINA,1.0
yasser abed rabbo,PALESTINIAN TERRITORY OCCUPIED,18.0
sara sukas,NIGERIA,2.0
pol lt gen somkid boonthanom,SAUDI ARABIA,1.0
manuel pellegrini,QATAR,2.0
rene preval,UNITED STATES,1.0
john tierney,UNITED STATES,1.0
antonio calligaris,CANADA,1.0
brendan fevola,QUEENSLAND AUSTRALIA,1.0
mohammad amirand mohammad asif,ENGLAND,17.0
ahmet aboul gheit,TUNISIA,6.0
michael loveall,IRAQ,1.0
dmitri shikin,UNITED STATES,2.0
ridha grira,TUNISIA,6.0
juan ignacio vidarte,HELSINKI FINLAND,1.0
kris boyd tony mowbray,MOROCCO,4.0
abu mazenwill,PALESTINIAN TERRITORY OCCUPIED,1.0
allen lane,CHINA,1.0
leigh steinbergcalled,UNITED STATES,1.0
rory mcilroyand,BAHRAIN,3.0
al khatoun,EGYPT,1.0
michael spindelegger bybuthaynah abd-al-rahman,SUDAN,1.0
liu yu,CHINA,1.0
nouri al maliki,TURKEY,1.0
tammika hopkins,EGYPT,1.0
george papandreou,UNITED STATES,1.0
donald rumsfeld,IRAQ,1.0
jim thomastorrance,INDONESIA,1.0
rosalind marsden,SUDAN,1.0
jon caramanicasection,UNITED STATES,1.0
derry editionbaron cohen,IRAQ,2.0
nicholas brown,IRAQ,3.0
kobi toren,ISRAEL,1.0
allan tegunde,SOUTH AFRICA,2.0
pat schroeder,UNITED STATES,1.0
st peter-on-the-wall,AUSTRALIA,1.0
manny pacquiao,AUSTRALIA,1.0
syed yusuf raza gillani,UNITED STATES,1.0
hasan dalli al-karbuli,IRAQ,1.0
vas novelli,IRAQ,1.0
neil young,ITALY,1.0
klaus schwab,SWITZERLAND,1.0
alex terra,IRAQ,2.0
vittoria bonsection,IRAQ,1.0
tim doyne,FLORIDA USA,1.0
baron max freiherr von oppenheim,BERLIN GERMANY,1.0
bob tourtellotte,UNITED STATES,1.0
sargent shriver,GERMANY,1.0
adam morrow,EGYPT,1.0
christopher heaton,MANCHESTER ENGLAND,1.0
mohamed zitout,TUNISIA,1.0
julie oliver,UNITED KINGDOM,2.0
khaled mahmoud,TUNISIA,2.0
ehud barak.net anyahu,PALESTINIAN TERRITORY OCCUPIED,1.0
nico hinessection,UNITED STATES,1.0
george clooney,ETHIOPIA,1.0
jhoota hi sahi,INDIA,3.0
christophe dugarry,MELBOURNE AUSTRALIA,1.0
hamdan mohamed khalib,MALAYSIA,1.0
ben alibegan,TUNISIA,1.0
peter norton,UNITED STATES,1.0
veronica german,UNITED STATES,1.0
michael theurer,UNITED STATES,1.0
murtadha ahmed,IRAQ,2.0
johnny watterson,BANGLADESH,1.0
ray houghton,NORTHERN ASIA,1.0
fernando alonsohis,AUSTRALIA,1.0
anthony d weiner,UNITED STATES,1.0
marco chiudinelli,SLOVAKIA,1.0
joe marler,ABU DHABI UNITED ARAB EMIRATES,1.0
kamel morjane bymuhammad al-hadi al-hanashi,DUBAI UNITED ARAB EMIRATES,1.0
colombier beach,PHILIPPINES,2.0
dan kurtzer,ISRAEL,3.0
dai geng,SINGAPORE,1.0
najib mikatiwas,EGYPT,2.0
trudy gefenkiryat onosir,PALESTINIAN TERRITORY OCCUPIED,1.0
muhd nur aiman,ASIA,1.0
daniel lewissection,AUSTRALIA,4.0
ahmed abul gheit,ISRAEL,1.0
adriana barraza,UNITED STATES,1.0
scot ross bain,UNITED ARAB EMIRATES,1.0
ki sung-yeung,KOREA REPUBLIC OF,1.0
singleton mcallister,UNITED STATES,1.0
carol vorderman,IRAQ,1.0
howard hughes,CANADA,1.0
mohammed bin sultan al busaidy,OMAN,1.0
zeinah salahi,PALESTINIAN TERRITORY OCCUPIED,1.0
roel pieper,BRAZIL,1.0
ousman jallow,GAMBIA,2.0
p.j. crowley,YEMEN,1.0
muhammad yaghi,EGYPT,1.0
raphael jacquelinof,BAHRAIN,2.0
virginie razzano,CANADA,1.0
sally brown,UNITED KINGDOM,1.0
david thomkins,SOMALIA,2.0
sarah chapman,IRAQ,2.0
olly fisher,EGYPT,1.0
seif wanly,QATAR,1.0
scot elliot saltman,EUROPE,8.0
madalyn schaefferjerusalemsir,TUNISIA,1.0
martin johnson,SOUTH AFRICA,1.0
jason isaacson,TUNISIA,1.0
luis suarez,ANGOLA,1.0
shaykh shaheem,EGYPT,1.0
srecko katanec,IRAN ISLAMIC REPUBLIC OF,1.0
carolyn kaster,UNITED STATES,1.0
gisela dulko,VICTORIA AUSTRALIA,1.0
ting lu,CHINA,1.0
david mckim,UNITED STATES,1.0
jutta weduwen,GERMANY,1.0
aphrodice mungwarareba,RWANDA,2.0
lance corporal scottsadler,AFGHANISTAN,1.0
giovanni bellini,EGYPT,1.0
muhammad tahir sumom,YEMEN,1.0
hojjat ol-eslam shoja'i,IRAN ISLAMIC REPUBLIC OF,1.0
rod beckstrom,KENYA,2.0
frank sweeney,IRAQ,1.0
nouri al maliki,BAGHDAD IRAQ,2.0
john moore barracks,AFGHANISTAN,1.0
john atta mills,WESTERN AFRICA,1.0
abdel rahman izz,SUDAN,2.0
dimitar berbatov,QATAR,1.0
scott brison,SCOTLAND,2.0
anatoliy mohylyovdepart,UKRAINE,1.0
graham shortland,UNITED STATES,1.0
bilad al-shamrefers,LEBANON,1.0
thongchai jaidee,UNITED STATES,2.0
robin s derling,LOUISIANA USA,1.0
chiliboy ralepelle,ABU DHABI UNITED ARAB EMIRATES,1.0
rachel mcadams,VICTORIA AUSTRALIA,1.0
navi pillay,ISRAEL,1.0
tetsushi kajimoto,JAPAN,1.0
larry nelson,EUROPE,1.0
ala'eddin borujerdi,IRAN ISLAMIC REPUBLIC OF,3.0
simon pegg,LONDON ENGLAND,1.0
osama itani,LEBANON,1.0
susie boniface,TUNISIA,2.0
david williamson,IRAQ,1.0
david jeansection,AUSTRALIA,1.0
mark schwarzer,KOREA REPUBLIC OF,2.0
mohammad taghi mesbah yazdi,IRAQ,1.0
james travers,CANADA,1.0
lee jung-soo,KOREA REPUBLIC OF,9.0
david kallenberg,EUROPE,1.0
gareth griffithssection,NEW SOUTH WALES AUSTRALIA,1.0
dominique devillepin,QATAR,1.0
bing crosby,JUPITER,1.0
robert manning,UNITED STATES,1.0
fatih birol,LIBYAN ARAB JAMAHIRIYA,1.0
cardinal delly,IRAQ,1.0
francesca battistelli,UNITED STATES,1.0
colin montgomerie jose maria olazabal,IRELAND,5.0
tom smith,EUROPE,1.0
jared lee loughner,KUWAIT,1.0
javier gonzalez,UNITED STATES,1.0
ofosama bin laden,SOMALIA,2.0
mazan al-sadi,TURKEY,1.0
wathiq wajih,EGYPT,4.0
mirai nagasu,SPAIN,1.0
jaromir malek,EGYPT,1.0
najeeba saad,IRAQ,1.0
mekhtar al-rahbi,SUDAN,1.0
chris cleave,EGYPT,4.0
hillary clintonthe,ISRAEL,5.0
france-pressedoharoger federer,QATAR,1.0
shaaban nditi,EGYPT,4.0
hillary rodham clintonlobbied arab,IRAN ISLAMIC REPUBLIC OF,2.0
joe townsend,UNITED STATES,1.0
anne shaw,VICTORIA AUSTRALIA,1.0
akbar salehi,SYDNEY AUSTRALIA,1.0
geoffrey palmer,ISRAEL,1.0
muammer kadhafi,TUNISIA,2.0
peter mackay,CANADA,2.0
warwick districtcouncil,LONDON ENGLAND,1.0
kevin anderson,INDIA,2.0
scott ellis,UNITED STATES,2.0
stephen kangas,UNITED STATES,1.0
taoheed adedoja,NIGERIA,2.0
reuven poupko,ISRAEL,1.0
samaha elgameel,EGYPT,1.0
kate muir,UNITED KINGDOM,1.0
sanjay kumar,TUNISIA,1.0
julie tate,CHINA,1.0
gabriel batistuta,QATAR,5.0
lindsay duncan,LONDON ENGLAND,2.0
jesse kelly,UNITED STATES,3.0
graeme stewart,SCOTLAND,1.0
dato chan tien ghee,LEBANON,1.0
bart cummings,MELBOURNE AUSTRALIA,1.0
mohammed amine,PAKISTAN,8.0
steven erlanger,TUNISIA,3.0
jacques verges,COTE D'IVOIRE,3.0
hillary clintontelling al arabiya,COTE D'IVOIRE,1.0
harold ong,NORTH AMERICA,1.0
fabio scacciavillani,UNITED ARAB EMIRATES,1.0
bill shankly,LIVERPOOL ENGLAND,2.0
motley rice,IRAQ,1.0
john dugdale,TUNISIA,1.0
michael beloff,QATAR,3.0
john hughes,SAUDI ARABIA,3.0
dynamic blitz,UNITED ARAB EMIRATES,1.0
abdou abdel moneim,NORTHERN AFRICA,1.0
mme sarkozy,FRANCE,1.0
hansard global,SWITZERLAND,1.0
john kelly,UNITED ARAB EMIRATES,1.0
paul hoppe,NEW ZEALAND,1.0
jack shenker,EGYPT,20.0
kamal al-solaylee,EGYPT,1.0
john higgins,ENGLAND,3.0
cesar izturis,UNITED STATES,1.0
omar bongo ondimba,TUNISIA,3.0
ivo karlovic,ENGLAND,1.0
daniel heymanwhere,UNITED STATES,1.0
alan gray,KOREA REPUBLIC OF,1.0
tanjung manis hahal hub,MALAYSIA,2.0
ofosama bin laden,YEMEN,2.0
michael mollerus,NORTH AMERICA,1.0
anabel medina garrigues,INDIA,1.0
guillermo arriaga,UNITED STATES,3.0
bryan umony,AFRICA,2.0
shusaku nishikawa,SYRIA,1.0
nobel peacelaureate muhammad elbaradei,EGYPT,1.0
chris woodand manuel quiros,SCOTLAND,1.0
abdulhadi al gadyom,BAHRAIN,1.0
rabbi poupko,ISRAEL,1.0
simon joakim kiiru,KENYA,1.0
gary orrscored,SCOTLAND,1.0
yosuke kashiwagi,JAPAN,1.0
geoff joshua,AUSTRALIA,1.0
rhodri phillipssection,EGYPT,2.0
muqrin bin-abd-al-aziz,SAUDI ARABIA,1.0
abel lanzac,FRANCE,1.0
lester pearson,AUSTRALIA,1.0
geoff thompson,QATAR,2.0
bill henson,AUSTRALIA,1.0
vanessa smith,LONDON ENGLAND,1.0
rozh nuri shaways,IRAQ,2.0
danny welbeck,BRAZIL,1.0
keith locke,EGYPT,1.0
marc leishman,AUSTRALIA,2.0
kathryn bigelow,BAGHDAD IRAQ,1.0
jessie wallace,UNITED ARAB EMIRATES,2.0
lebanesepremier rafiq al-hariri,UNITED STATES,5.0
joseph habineza,AFRICA,2.0
father innocentjooji,NIGERIA,2.0
nitin sawneyis,QATAR,2.0
gulet mohamed,UNITED STATES,2.0
teodoro obiang nguemais,COTE D'IVOIRE,1.0
hugh milessection,EGYPT,1.0
jean jaur,VICTORIA AUSTRALIA,1.0
caesar barack,UNITED STATES,1.0
michael tugendhat,ENGLAND,2.0
nuhu zagbayi,NIGERIA,2.0
eric cantor ofvirginia,ARIZONA USA,1.0
mohammad asifand mohammad aamer,QATAR,1.0
jerry freedmanlos,ISRAEL,1.0
ed mead,UNITED KINGDOM,2.0
ferid el mekki,TUNISIA,2.0
lamine moulahi,TUNISIA,2.0
jenny stockslength,IRAQ,1.0
karl oyston,MOROCCO,2.0
hasan al-sunayd,BAGHDAD IRAQ,1.0
jon oaks,MOROCCO,1.0
carlos sainz,PERTH AUSTRALIA,1.0
jason kenney,CANADA,2.0
miles jupp,LONDON ENGLAND,1.0
al suwaidi,UNITED ARAB EMIRATES,1.0
adolf hitler,ARGENTINA,1.0
sami hafez enan,UNITED STATES,2.0
nadalousted tomas berdych,SYDNEY AUSTRALIA,1.0
usman mirghani,SUDAN,1.0
mustang sally andoasis,MALDIVES,1.0
bellahcen trabelsi,CANADA,6.0
jawed karim,CANADA,1.0
hojjat ol-eslam hoseynimanesh,IRAN ISLAMIC REPUBLIC OF,1.0
mike mutyaba,CAIRO EGYPT,3.0
john beddington,GERMANY,1.0
richard hills,EUROPE,1.0
edwardwilliam hall,VICTORIA AUSTRALIA,1.0
robert godec,AFRICA,1.0
albert speer,QATAR,2.0
anwar ul-haq ahady,AFGHANISTAN,1.0
gary graham alex antich,UNITED STATES,1.0
naji bghouri,TUNISIA,6.0
cowley manorin,BERLIN GERMANY,1.0
melbourneabstractrafael nadal,MELBOURNE AUSTRALIA,1.0
ray houghton,BAHRAIN,2.0
hanan al-shaykh,CANADA,1.0
yuki bhambri,INDIA,1.0
aidila razak,MALAYSIA,1.0
rachael finch,UNITED STATES,1.0
eric illsley.ex-army major dan jarvis,AFGHANISTAN,5.0
arab middleeast,TUNISIA,1.0
aleksandar hemon,ALGERIA,1.0
zine el abidineben ali,CANADA,1.0
chris tobin,AUSTRALIA,1.0
zine el abedine ben ali,SWITZERLAND,3.0
simon beaufoy,UNITED STATES,1.0
ayanda ntsaluba,RUSSIAN FEDERATION,4.0
nigel kennedy,RED SEA,2.0
abdullah bin zayed al nahyan,UNITED ARAB EMIRATES,1.0
john steele,UNITED ARAB EMIRATES,2.0
abdel al-wadoud,TUNISIA,1.0
muhamed zuhair siddiq,LEBANON,1.0
abd-al-fatah ammura,SYRIA,1.0
naoki yuasa,TAMPA FL USA,1.0
el-hadji diouf,DUBAI UNITED ARAB EMIRATES,3.0
robert halfon,IRAQ,1.0
james brown,KUWAIT,1.0
oleksandr korobchynskyy,UKRAINE,1.0
renita bernard,UNITED STATES,1.0
scott rigell,UNITED STATES,1.0
fouad saad,LEBANON,1.0
pim verbeek,NETHERLANDS,1.0
alex allan,QUEBEC CANADA,1.0
abedine ben aliis,TUNISIA,3.0
khaled ben gamra,TUNISIA,1.0
abdellatif el biili,TUNISIA,2.0
william hudson,UNITED STATES,1.0
john graham,UNITED STATES,5.0
mererid jones,WALES,1.0
jong tae-se,IRAN ISLAMIC REPUBLIC OF,1.0
devante smith-pelly,CANADA,1.0
fernando verdasco,SYDNEY AUSTRALIA,1.0
victor hanescu,INDIA,1.0
hamasand hizbullah,PALESTINIAN TERRITORY OCCUPIED,1.0
ahmed khadr,CANADA,1.0
latifa el arousni,MOROCCO,1.0
moshe shahal,UNITED STATES,1.0
nasser judeh,TURKEY,1.0
anton du beke,UNITED STATES,1.0
zine bel abidine ben ali,IRAN ISLAMIC REPUBLIC OF,1.0
abd-al-rahman al-anjari,IRAQ,1.0
michael claassens,UNITED ARAB EMIRATES,1.0
kurban bairam,RUSSIAN FEDERATION,1.0
nancy kerrigan,IRAQ,1.0
jos manuel barroso,EUROPEAN UNION MEMBER STATES,1.0
miriam hyde,UNITED STATES,1.0
hasan al-ashmawi,EGYPT,1.0
shamubeel eaqub,NEW ZEALAND,1.0
philip mitchell,IRELAND,1.0
ben crenshaw,UNITED STATES,1.0
chris cleave,ENGLAND,1.0
jim lobe,EGYPT,2.0
thomas cook signature,EGYPT,2.0
alex parnov,KOREA REPUBLIC OF,1.0
john faheysection,UNITED KINGDOM,1.0
qusay muneer nashat akram,AUSTRALIA,4.0
christina green,UNITED STATES,1.0
robert blendon,UNITED STATES,1.0
sharif mohamed,UNITED STATES,1.0
james kingstonall,BAHRAIN,1.0
john harington,SCOTLAND,2.0
rev egboka,NIGERIA,2.0
michael gapen,AUSTRALIA,1.0
mohammad sarwar,UNITED KINGDOM,2.0
amnon zihroni,UNITED STATES,1.0
paul france,LONDON ENGLAND,2.0
lennox head,AUSTRALIA,2.0
matthew ebden,FRANCE,1.0
el tarabulsi,TUNISIA,1.0
hillary clintonthe,AFRICA,1.0
avraham bayazi,PALESTINIAN TERRITORY OCCUPIED,1.0
leadermichael ignatieff,CANADA,1.0
robert williamson,EGYPT,2.0
patrice evra,QATAR,1.0
andy coulsonwho,UNITED KINGDOM,22.0
mekong riverlast,UNITED ARAB EMIRATES,1.0
statehillary rodham clinton,PALESTINIAN TERRITORY OCCUPIED,1.0
ya'acub bashir al-fadel,ISRAEL,1.0
michael seery,BAHRAIN,9.0
seyyed ali khamene'i,AFGHANISTAN,1.0
muammar gaddafiof,TUNISIA,4.0
david costello,EGYPT,1.0
tim marsden,LEBANON,1.0
gordon ramsay,AUSTRALIA,1.0
bill werbeniuk,IRAN ISLAMIC REPUBLIC OF,2.0
felipe da silva,SOUTH AFRICA,3.0
salah abdul-razzaq,IRAQ,2.0
zhen asghar,UNITED KINGDOM,1.0
thomas broich,IRAQ,2.0
lanny davis,TUNISIA,1.0
andy roddick,ENGLAND,1.0
baroness warsi,ISRAEL,1.0
charlote lewis,EGYPT,1.0
serb novak djokovic,EGYPT,1.0
john cusack,UNITED STATES,1.0
cho kwang-rea,ASIA,2.0
vicky thomas,AUSTRALIA,1.0
max mallowan,SYRIA,2.0
ministeranna lindh,SWEDEN,1.0
aer arann,IRELAND,2.0
mitch mcconnell,UNITED STATES,2.0
sabri hafiz,EGYPT,1.0
tony hanks,LONDON ENGLAND,2.0
brian lara,IRAQ,4.0
ferid ben belgacem,TUNISIA,2.0
jasper akinola,NIGERIA,3.0
mary hannigandavid o'leary,UNITED ARAB EMIRATES,1.0
tony watt,UNITED ARAB EMIRATES,1.0
khalil al-mikhlafi,YEMEN,1.0
justine jordansection,IRAQ,1.0
sha tin,DUBAI UNITED ARAB EMIRATES,1.0
obafemi awolowo,SOUTH AFRICA,2.0
binyamin ben-eliezer,UNITED STATES,1.0
yasin patel,PAKISTAN,1.0
christopher leake,IRAQ,2.0
pejman nouri,IRAQ,1.0
gareth bale,LIVERPOOL ENGLAND,2.0
husayn al-khalil,SAUDI ARABIA,1.0
charles bean,MIDDLE EAST,1.0
steve martin,AUSTRALIA,1.0
liu tongxing,IRAQ,1.0
lito vidigal,ANGOLA,2.0
tim scott barrie,UNITED ARAB EMIRATES,1.0
howard castle,ALPS,1.0
rina castelnuovo,PALESTINIAN TERRITORY OCCUPIED,1.0
williambuckley jr.,UNITED STATES,1.0
gus o donnell,IRAQ,37.0
mitch mcconnell,FLORIDA USA,1.0
john innes,UNITED KINGDOM,2.0
ohr sameach,ISRAEL,1.0
umar afifi,EGYPT,1.0
zhou haibin,KUWAIT,1.0
kampalatony odur,AFRICA,1.0
tunde sulaiman,BELGIUM,2.0
dominique cruz,AFGHANISTAN,1.0
ferhat abbas,ALGERIA,2.0
mark twain,CHINA,1.0
hisham mohammed assem,YEMEN,1.0
wesley thomas,ISRAEL,1.0
charlie brown,UNITED STATES,1.0
zakir hussain,SINGAPORE,1.0
portuguesewriter fernando pessoa,BRAZIL,1.0
robert smith,MANCHESTER ENGLAND,4.0
canadiandirector denis villeneuve,MIDDLE EAST,1.0
linda clements,IRAQ,1.0
robert goolrick,CHINA,1.0
george morgan,UNITED STATES,1.0
joao gomes junior,SOUTH AFRICA,3.0
noel gnagno,COTE D'IVOIRE,1.0
robert allenby,TUNISIA,1.0
statehillary rodham clinton,EGYPT,4.0
abol-fazl zohrevand,UNITED STATES,1.0
peter hanson,AUSTRALIA,1.0
leila ben ali,SAUDI ARABIA,2.0
al-jazeera tvin,TUNISIA,3.0
liaquat ali khan,UNITED STATES,1.0
tigani el-sissi,SUDAN,2.0
judy nichols douglass,UNITED STATES,1.0
laith shubailat,MIDDLE EAST,1.0
thabo mbekiintends,SUDAN,1.0
derryn hinch,AUSTRALIA,1.0
mem souikane mohammed,AFRICA,1.0
datuk abdul halim karim,MALAYSIA,1.0
nicholas blanford,SYRIA,1.0
datuk seri mustapa mohamed,MALAYSIA,3.0
henry misango,KENYA,2.0
teodoro obiang nguema mbasogo,ETHIOPIA,2.0
tatiana petrovaand,KENYA,2.0
slobodan milosevicand saddam hussein,LEBANON,1.0
greg hartung,NEW ZEALAND,1.0
peter perchtold,SYDNEY AUSTRALIA,1.0
tzipora livni,PALESTINIAN TERRITORY OCCUPIED,4.0
jacques chirac,UNITED KINGDOM,1.0
cosa nostra,ITALY,1.0
dave mileywho,AFRICA,2.0
mate delic,SCOTLAND,2.0
cheadi mahamed,TUNISIA,4.0
mikhail youzhny,AUSTRALIA,1.0
ban ki moon,OMAN,1.0
chemical ali,IRAQ,1.0
manko kaweesa,SUDAN,2.0
guido westerwelle,EUROPE,1.0
ugo tramballi,TUNISIA,1.0
con dao islands,YEMEN,1.0
amr al shobaki,EGYPT,2.0
roseanne cash,GLASGOW SCOTLAND,1.0
sidney ashioya,KENYA,2.0
mahmoud sharara,EGYPT,1.0
zheng bijian,CHINA,1.0
tom onyango,KENYA,1.0
mustapha bakkoury,SPAIN,1.0
siti safiyah amirah abdul rahman,KOREA REPUBLIC OF,1.0
luciana masci,UNITED ARAB EMIRATES,1.0
david gold,AFGHANISTAN,2.0
martin mckane,AFGHANISTAN,1.0
luca cumani,IRELAND,2.0
navi pillay,NIGERIA,2.0
ayman nourand osama al-ghazali harb,EGYPT,1.0
ed nicholsonsection,AUSTRALIA,1.0
stewart hall,UNITED STATES,2.0
jang dong chul,MALAYSIA,1.0
hassan arfaoui,TUNISIA,2.0
editionreal-life arnie,UNITED STATES,1.0
richard garciawill,AUSTRALIA,1.0
khidir harounahmed,INDIA,1.0
ezboni mundiri,SUDAN,1.0
nho hwan-yong,NORTHERN ASIA,1.0
nigeriacoach samson siasia,LIBYAN ARAB JAMAHIRIYA,2.0
hans-peter uerpmann,RED SEA,1.0
james woolsey,PALESTINIAN TERRITORY OCCUPIED,1.0
robert connolly,EGYPT,2.0
farah pahlavi,IRAN ISLAMIC REPUBLIC OF,3.0
max guazzini,ENGLAND,4.0
renee carlson,TUCSON AZ USA,1.0
benjamin percy,OREGON USA,1.0
d.a. davidson,EGYPT,1.0
fereydun hakimzadeh,IRAN ISLAMIC REPUBLIC OF,1.0
tony watt,QATAR,1.0
doreen carvajalsection,FRANCE,1.0
zine el abidine ben aliin,TUNISIA,1.0
mohamed elbaradeiappeared,EGYPT,1.0
stephen pryor,UNITED STATES,1.0
paul carbray,QATAR,1.0
james courtney,ABU DHABI UNITED ARAB EMIRATES,1.0
abdulelah hider sha'ea,YEMEN,1.0
denise cypihot,QUEBEC CANADA,1.0
saddam hussein.al-nauimi,SUDAN,1.0
tim doyne,ASIA,4.0
colum lynch,SYRIA,1.0
doc `` duvalier,EGYPT,1.0
tabung haji,MALAYSIA,1.0
michael o'hanlon,UNITED STATES,4.0
michael mullen,UNITED STATES,1.0
yusuf al qaradawi,TUNISIA,1.0
hong yong jo,IRAN ISLAMIC REPUBLIC OF,1.0
abdullah mohammad,SAUDI ARABIA,1.0
rudolf gollia,AUSTRIA,1.0
pietro longo,EGYPT,1.0
presidenthosni mubarak,YEMEN,2.0
eleonora duse,ITALY,2.0
mike mctighe,FALKLAND ISLANDS (MALVINAS),1.0
tan yan ling,SINGAPORE,1.0
badi rafaya,JORDAN,1.0
james nitties,UNITED STATES,1.0
viktor troicki,TAMPA FL USA,1.0
george osborne,SAUDI ARABIA,1.0
arvydas novikovas,SCOTLAND,1.0
abdul-wahid nur,FRANCE,1.0
greig boxsection,TUNISIA,1.0
abd-al-rahman al-rashid,SYRIA,2.0
presidentzine el abidine ben ali,TUNISIA,29.0
stanley hauerwas,UNITED STATES,1.0
michel cousins,SAUDI ARABIA,1.0
ghazi salah al-din,IRAQ,5.0
grace mugabe,KENYA,2.0
butsaif gaddafi,EGYPT,1.0
cheri dinovo,CANADA,2.0
maaledj habib,TUNISIA,1.0
salah habibi,TUNISIA,1.0
oli scarff,UNITED KINGDOM,1.0
azam fcstriker dan,UGANDA,1.0
sami abu zuhri,PALESTINIAN TERRITORY OCCUPIED,3.0
jimmy durante,ENGLAND,1.0
harry kewellposition,INDIA,1.0
king mohammed vi,SAUDI ARABIA,1.0
ya'acov amidror,LEBANON,1.0
liam buckley,UNITED STATES,1.0
ruchama marton,ISRAEL,1.0
amre moussa,TUNISIA,20.0
ali shilah,EGYPT,1.0
matt soderstrom,KAZAKHSTAN,1.0
liverpoolcaptain steven gerrard,UNITED STATES,2.0
fabio capello,LIVERPOOL ENGLAND,5.0
julie haresection,SINGAPORE,1.0
ben foden,COTE D'IVOIRE,1.0
thomas cookchildren,COSTA RICA,2.0
ahmed abdulaziz,SAUDI ARABIA,1.0
charles nicollereported,TUNISIA,1.0
tamim al-barghouti,EGYPT,1.0
robert maxwell,UNITED KINGDOM,1.0
nicholas barakat,NORTH AMERICA,1.0
robert serry,UNITED STATES,1.0
richard murphy,ISRAEL,1.0
ramin mehmanparast,IRAQ,1.0
rabi allamin,NIGERIA,4.0
tim martain,NORTH CENTRAL CHINA,1.0
first editionstar mckay,IRAQ,1.0
bashir gemayel,EGYPT,1.0
ananias mathemay,SOUTH AFRICA,1.0
kamil hamid,IRAQ,1.0
aaron rodgers,AUSTRALIA,1.0
john evans atta mills,TUNISIA,3.0
sirrichard dearlove,IRAQ,1.0
ami ayalon,PALESTINIAN TERRITORY OCCUPIED,1.0
paul watson,AUSTRALIA,1.0
david goodmansection,PAKISTAN,1.0
leslie gelb,EGYPT,4.0
sami jawahdou,TUNISIA,3.0
shahid afridi,INDIA,1.0
ed cowart,EGYPT,1.0
frenchcoach bruno metsu,CHINA,6.0
duane keighran,ABU DHABI UNITED ARAB EMIRATES,1.0
samir zahar,UNITED STATES,1.0
j. chiverssection,UNITED STATES,1.0
larry king,DUBAI UNITED ARAB EMIRATES,1.0
steven jermy,ENGLAND,2.0
bruce djite,VICTORIA AUSTRALIA,1.0
shaykh abdulaziz bin hummainal-hummain,SAUDI ARABIA,1.0
manny fontenla-novoa,UNITED KINGDOM,5.0
alison krauss,IRAQ,2.0
mustapha kara-ali,AUSTRALIA,2.0
yaya toureand dzeko,UNITED ARAB EMIRATES,1.0
ahmet davutoglu,SYRIA,1.0
slobodan milosevicand saddam hussein,IRAN ISLAMIC REPUBLIC OF,6.0
qotbi al-mahdi,SUDAN,1.0
joseph sepp blatter,FRANCE,2.0
hani qurashi,DUBAI UNITED ARAB EMIRATES,1.0
maggie o'sullivan,UNITED ARAB EMIRATES,1.0
harold holt,AUSTRALIA,1.0
paul rubio,UNITED STATES,1.0
abdul wahab hussein,BAHRAIN,1.0
jim black,SCOTLAND,2.0
jervasio okot,AFRICA,1.0
abu dhabiwith rafael nadal,SYDNEY AUSTRALIA,1.0
britishplayer elena baltacha,AUSTRALIA,2.0
alvaro quiros,BAHRAIN,6.0
sasa ognenovski,ASIA,2.0
kamal al-maliki,IRAQ,1.0
fadi abu halawa,SYRIA,1.0
john moore barracks,PARIS FRANCE,2.0
sande kisuuko,NEW ZEALAND,2.0
ed burnsand david simon,IRAQ,2.0
willie o'dea,IRELAND,1.0
jesse eisenberg,LONDON ENGLAND,2.0
